id;type;vmSetp;vaSetp;vmR;vmMin;vmMax;substation;coordID;subnet;voltLvl
MV3.101 Bus 128_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_231;MV3.101_Feeder12;5
MV3.101 Bus 129_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_232;MV3.101_Feeder12;5
MV3.101 Bus 125_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_228;MV3.101_Feeder12;5
MV3.101 Bus 126_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_229;MV3.101_Feeder12;5
MV3.101 Bus 127_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_230;MV3.101_Feeder12;5
MV3.101 Bus 128_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_231;MV3.101_Feeder12;5
MV3.101 BS busbar1C_1;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 Bus 130_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_233;MV3.101_Feeder13;5
MV3.101 Bus 131_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_234;MV3.101_Feeder13;5
MV3.101 Bus 132_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_235;MV3.101_Feeder13;5
MV3.101 Bus 133_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_236;MV3.101_Feeder13;5
MV3.101 Bus 134_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_237;MV3.101_Feeder13;5
MV3.101 Bus 135_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_238;MV3.101_Feeder13;5
MV3.101 Bus 130_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_233;MV3.101_Feeder13;5
MV3.101 Bus 131_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_234;MV3.101_Feeder13;5
MV3.101 Bus 132_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_235;MV3.101_Feeder13;5
MV3.101 Bus 133_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_236;MV3.101_Feeder13;5
MV3.101 Bus 134_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_237;MV3.101_Feeder13;5
MV3.101 BS busbar1C_2;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 Bus 136_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_239;MV3.101_Feeder14;5
MV3.101 Bus 137_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_240;MV3.101_Feeder14;5
MV3.101 Bus 138_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_241;MV3.101_Feeder14;5
MV3.101 Bus 139_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_242;MV3.101_Feeder14;5
MV3.101 Bus 140_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_243;MV3.101_Feeder14;5
MV3.101 Bus 141_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_244;MV3.101_Feeder14;5
MV3.101 Bus 142_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_245;MV3.101_Feeder14;5
MV3.101 Bus 143_1;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_246;MV3.101_Feeder14;5
MV3.101 Bus 136_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_239;MV3.101_Feeder14;5
MV3.101 Bus 137_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_240;MV3.101_Feeder14;5
MV3.101 Bus 138_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_241;MV3.101_Feeder14;5
MV3.101 Bus 139_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_242;MV3.101_Feeder14;5
MV3.101 Bus 140_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_243;MV3.101_Feeder14;5
MV3.101 Bus 141_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_244;MV3.101_Feeder14;5
MV3.101 Bus 142_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_245;MV3.101_Feeder14;5
MV3.101 Bus 35_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_138;MV3.101_Feeder3;5
MV3.101 Bus 18_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_121;MV3.101_Feeder1;5
MV3.101 Bus 58_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_161;MV3.101_Feeder6;5
MV3.101 Bus 50_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_153;MV3.101_Feeder5;5
MV3.101 Bus 76_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_179;MV3.101_Feeder7;5
MV3.101 Bus 104_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_207;MV3.101_Feeder9;5
MV3.101 Bus 93_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_196;MV3.101_Feeder8;5
MV3.101 Bus 118_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_221;MV3.101_Feeder10;5
MV3.101 Bus 124_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_227;MV3.101_Feeder11;5
MV3.101 Bus 143_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_246;MV3.101_Feeder14;5
MV3.101 Bus 129_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_232;MV3.101_Feeder12;5
MV3.101 Bus 135_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_238;MV3.101_Feeder13;5
MV3.101 Bus 21_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_124;MV3.101_Feeder1;5
MV3.101 Bus 114_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_217;MV3.101_Feeder10;5
MV3.101 Bus 36_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_139;MV3.101_Feeder4;5
MV3.101 Bus 40_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_143;MV3.101_Feeder4;5
MV3.101 Bus 54_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_157;MV3.101_Feeder6;5
MV3.101 Bus 68_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_171;MV3.101_Feeder7;5
MV3.101 Bus 85_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_188;MV3.101_Feeder8;5
MV3.101 Bus 110_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_213;MV3.101_Feeder10;5
MV3.101 Bus 67_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_170;MV3.101_Feeder7;5
MV3.101 Bus 75_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_178;MV3.101_Feeder7;5
MV3.101 Bus 25_2;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_128;MV3.101_Feeder2;5
MV3.101 BS busbar1A_3;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 Bus 40_3;auxiliary;NULL;NULL;10;0.965;1.055;NULL;coord_143;MV3.101_Feeder4;5
MV3.101 BS busbar1C_3;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
MV3.101 busbar1A_3;auxiliary;NULL;NULL;10;0.965;1.055;HV1_MV3.101_Substation;coord_111;MV3.101;5
MV3.101 BS busbar1B_1;auxiliary;NULL;NULL;10;0.965;1.055;MV3.101_Base_Station;coord_112;MV3.101;5
